filename.meta,filename,language,modelLanguage
653719432.meta.json,653719432.json,hr,bpmn11
653765035.meta.json,653765035.json,en,bpmn20
653859838.meta.json,653859838.json,en,bpmn20
65390317.meta.json,65390317.json,undetermined language,UML22Class
653929232.meta.json,653929232.json,en,bpmn20
324750858.meta.json,324750858.json,es,epc
324780164.meta.json,324780164.json,en,bpmn20
324792701.meta.json,324792701.json,en,bpmn20
324891384.meta.json,324891384.json,en,bpmn20
32491413.meta.json,32491413.json,en,bpmn20
324966795.meta.json,324966795.json,undetermined language,bpmn20
324977484.meta.json,324977484.json,en,bpmn20
325114359.meta.json,325114359.json,de,organigram
340680319.meta.json,340680319.json,it,UML22Class
343225499.meta.json,343225499.json,de,bpmn20
344093497.meta.json,344093497.json,hr,bpmn20
348256759.meta.json,348256759.json,de,epc
349870916.meta.json,349870916.json,en,bpmn11
350317909.meta.json,350317909.json,en,bpmn20
351588072.meta.json,351588072.json,hu,petrinet
353348399.meta.json,353348399.json,en,bpmn20
948228111.meta.json,948228111.json,en,epc
948244346.meta.json,948244346.json,de,bpmn20
948290545.meta.json,948290545.json,hr,bpmn11
948295096.meta.json,948295096.json,hu,bpmn20
948312189.meta.json,948312189.json,en,bpmn20
948462298.meta.json,948462298.json,en,bpmn20
948506240.meta.json,948506240.json,en,epc
948525408.meta.json,948525408.json,en,bpmn11
948587538.meta.json,948587538.json,en,bpmn20
1948593530.meta.json,1948593530.json,en,epc
1948633662.meta.json,1948633662.json,hr,bpmn20
194867380.meta.json,194867380.json,en,processmap
1948805987.meta.json,1948805987.json,en,bpmn20
1948806358.meta.json,1948806358.json,en,bpmn20
1948842494.meta.json,1948842494.json,undetermined language,bpmn11
1948938999.meta.json,1948938999.json,de,bpmn11
1949082468.meta.json,1949082468.json,de,bpmn20
1949117862.meta.json,1949117862.json,en,bpmn20
1949125839.meta.json,1949125839.json,en,bpmn20
845215238.meta.json,845215238.json,en,epc
845230971.meta.json,845230971.json,hu,bpmn20
845241769.meta.json,845241769.json,undetermined language,epc
845399526.meta.json,845399526.json,hr,bpmn11
845454730.meta.json,845454730.json,en,bpmn20
845518035.meta.json,845518035.json,en,epc
1026398871.meta.json,1026398871.json,de,bpmn20
1026426675.meta.json,1026426675.json,en,bpmn20
1026674280.meta.json,1026674280.json,en,bpmn20
1026740673.meta.json,1026740673.json,en,epc
1026749804.meta.json,1026749804.json,en,bpmn20
1026827159.meta.json,1026827159.json,en,bpmn20
1026883199.meta.json,1026883199.json,de,epc
700509176.meta.json,700509176.json,en,bpmn11
700534141.meta.json,700534141.json,en,epc
700575857.meta.json,700575857.json,en,bpmn20
700584456.meta.json,700584456.json,de,bpmn20
70068320.meta.json,70068320.json,de,bpmn20
70078874.meta.json,70078874.json,undetermined language,bpmn20
1104391844.meta.json,1104391844.json,de,bpmn20
1104411151.meta.json,1104411151.json,en,bpmn20
110442062.meta.json,110442062.json,de,bpmn20
1104498157.meta.json,1104498157.json,en,bpmn20
110450451.meta.json,110450451.json,hr,bpmn11
1104624701.meta.json,1104624701.json,en,bpmn11
624508256.meta.json,624508256.json,undetermined language,bpmn11
624544880.meta.json,624544880.json,de,bpmn20
624634784.meta.json,624634784.json,en,bpmn20
624675767.meta.json,624675767.json,en,epc
624690664.meta.json,624690664.json,en,bpmn20
624750654.meta.json,624750654.json,en,epc
737151396.meta.json,737151396.json,undetermined language,petrinet
737153570.meta.json,737153570.json,de,bpmn20
737202526.meta.json,737202526.json,en,bpmn20
737228179.meta.json,737228179.json,en,bpmn20
737270156.meta.json,737270156.json,en,epc
737316609.meta.json,737316609.json,en,bpmn20
737437092.meta.json,737437092.json,de,bpmn20
2027644428.meta.json,2027644428.json,en,bpmn20
2027649396.meta.json,2027649396.json,en,bpmn20
2027660238.meta.json,2027660238.json,de,bpmn20
2027792444.meta.json,2027792444.json,en,bpmn20
2027835825.meta.json,2027835825.json,hu,epc
202793362.meta.json,202793362.json,de,bpmn20
1873143047.meta.json,1873143047.json,de,bpmn20
1873195500.meta.json,1873195500.json,en,bpmn20
1873202198.meta.json,1873202198.json,en,bpmn20
1873305720.meta.json,1873305720.json,en,bpmn20
1873372237.meta.json,1873372237.json,hr,bpmn11
1873460710.meta.json,1873460710.json,en,bpmn20
1873568811.meta.json,1873568811.json,en,epc
1037531241.meta.json,1037531241.json,en,bpmn20
1037559497.meta.json,1037559497.json,en,bpmn20
1037577921.meta.json,1037577921.json,en,bpmn20conversation
1037584453.meta.json,1037584453.json,en,bpmn20
1037624884.meta.json,1037624884.json,en,bpmn20
1037663561.meta.json,1037663561.json,de,bpmn20
1037756041.meta.json,1037756041.json,fr,organigram
1038050553.meta.json,1038050553.json,en,bpmn20
1038086122.meta.json,1038086122.json,en,bpmn11
1038193440.meta.json,1038193440.json,en,bpmn20
1038249596.meta.json,1038249596.json,en,bpmn20
1038278203.meta.json,1038278203.json,en,bpmn20
252575427.meta.json,252575427.json,undetermined language,bpmn11
252689072.meta.json,252689072.json,de,bpmn20
252744270.meta.json,252744270.json,en,bpmn20
25293876.meta.json,25293876.json,de,bpmn20conversation
252996939.meta.json,252996939.json,es,bpmn20
253038372.meta.json,253038372.json,en,bpmn20
419651867.meta.json,419651867.json,de,bpmn20
41970085.meta.json,41970085.json,en,bpmn11
420056253.meta.json,420056253.json,en,epc
420062985.meta.json,420062985.json,en,bpmn20
420157465.meta.json,420157465.json,en,epc
420261395.meta.json,420261395.json,en,bpmn11
2118378668.meta.json,2118378668.json,de,bpmn20conversation
2118472191.meta.json,2118472191.json,it,bpmn20
2118488774.meta.json,2118488774.json,de,bpmn20
2118500983.meta.json,2118500983.json,en,bpmn20
2118800191.meta.json,2118800191.json,hu,bpmn20
211882131.meta.json,211882131.json,en,epc
211886454.meta.json,211886454.json,en,bpmn20
1767917715.meta.json,1767917715.json,en,epc
1767974324.meta.json,1767974324.json,en,bpmn20
1768286531.meta.json,1768286531.json,en,bpmn20
1768409803.meta.json,1768409803.json,en,bpmn11
1768474889.meta.json,1768474889.json,en,bpmn11
1768496040.meta.json,1768496040.json,es,bpmn20
1768558489.meta.json,1768558489.json,en,bpmn20
1768575181.meta.json,1768575181.json,undetermined language,bpmn20
1644086883.meta.json,1644086883.json,en,bpmn20
1644110715.meta.json,1644110715.json,en,bpmn20
1644175137.meta.json,1644175137.json,en,bpmn20
1644199692.meta.json,1644199692.json,en,bpmn20
1644226000.meta.json,1644226000.json,en,bpmn20
1644347314.meta.json,1644347314.json,de,bpmn11
1644406570.meta.json,1644406570.json,en,bpmn20
1378790363.meta.json,1378790363.json,de,bpmn20
1378851896.meta.json,1378851896.json,en,bpmn20
1378923490.meta.json,1378923490.json,en,bpmn20
1378968165.meta.json,1378968165.json,en,bpmn20
1379036721.meta.json,1379036721.json,undetermined language,bpmn20
1379072860.meta.json,1379072860.json,en,bpmn20
1379129036.meta.json,1379129036.json,en,epc
137919361.meta.json,137919361.json,en,bpmn20conversation
1371670206.meta.json,1371670206.json,en,bpmn20choreography
1371742594.meta.json,1371742594.json,en,bpmn11
137177315.meta.json,137177315.json,en,epc
1371863402.meta.json,1371863402.json,hu,processmap
1371872755.meta.json,1371872755.json,en,bpmn20
1371953260.meta.json,1371953260.json,de,UML22Class
1371955317.meta.json,1371955317.json,de,organigram
1746401169.meta.json,1746401169.json,en,bpmn20
1746406957.meta.json,1746406957.json,en,bpmn20
1746409751.meta.json,1746409751.json,de,epc
1746437326.meta.json,1746437326.json,de,bpmn11
1746473586.meta.json,1746473586.json,en,bpmn20
1746606878.meta.json,1746606878.json,ru,bpmn20
1746725393.meta.json,1746725393.json,es,epc
106456986.meta.json,106456986.json,de,bpmn20
1064585416.meta.json,1064585416.json,de,epc
1064609557.meta.json,1064609557.json,en,bpmn20
1064717297.meta.json,1064717297.json,en,processmap
1064741329.meta.json,1064741329.json,hu,petrinet
1064798736.meta.json,1064798736.json,en,bpmn20
1064799738.meta.json,1064799738.json,en,bpmn20
1064854167.meta.json,1064854167.json,sv,bpmn20
1064982122.meta.json,1064982122.json,en,bpmn20
1065028844.meta.json,1065028844.json,hr,bpmn11
1065048307.meta.json,1065048307.json,de,bpmn20
2124507242.meta.json,2124507242.json,de,bpmn20
212454463.meta.json,212454463.json,en,bpmn20
2124570452.meta.json,2124570452.json,de,bpmn11
2124588969.meta.json,2124588969.json,en,bpmn20
2124712578.meta.json,2124712578.json,en,bpmn20
2124721070.meta.json,2124721070.json,de,bpmn20
2124794909.meta.json,2124794909.json,en,bpmn20
212479779.meta.json,212479779.json,de,petrinet
2124880353.meta.json,2124880353.json,en,bpmn20
1612883900.meta.json,1612883900.json,en,epc
1613259871.meta.json,1613259871.json,en,bpmn20
1613375259.meta.json,1613375259.json,hr,bpmn20
1613390014.meta.json,1613390014.json,hr,bpmn11
161342250.meta.json,161342250.json,en,bpmn20
1613490760.meta.json,1613490760.json,en,bpmn20
1613511115.meta.json,1613511115.json,en,bpmn20
1613576890.meta.json,1613576890.json,de,epc
1421868812.meta.json,1421868812.json,undetermined language,epc
1422105543.meta.json,1422105543.json,en,bpmn11
1422143841.meta.json,1422143841.json,en,bpmn20
1422170051.meta.json,1422170051.json,en,bpmn20
1422217895.meta.json,1422217895.json,en,epc
1422240076.meta.json,1422240076.json,en,bpmn11
1422283169.meta.json,1422283169.json,en,bpmn20
1422300848.meta.json,1422300848.json,fi,bpmn20
1422341716.meta.json,1422341716.json,undetermined language,processmap
1422344099.meta.json,1422344099.json,en,epc
969415131.meta.json,969415131.json,en,bpmn20
969488420.meta.json,969488420.json,en,bpmn20
969489605.meta.json,969489605.json,de,UMLUseCase
969758280.meta.json,969758280.json,en,bpmn11
969847625.meta.json,969847625.json,en,petrinet
96989455.meta.json,96989455.json,de,bpmn11
969916327.meta.json,969916327.json,en,bpmn11
969927356.meta.json,969927356.json,en,bpmn20
1601481801.meta.json,1601481801.json,hr,bpmn11
1601511179.meta.json,1601511179.json,de,bpmn20
1601523992.meta.json,1601523992.json,de,bpmn20
1601551686.meta.json,1601551686.json,en,bpmn20
1601577514.meta.json,1601577514.json,de,bpmn20choreography
1602044789.meta.json,1602044789.json,en,epc
1602071006.meta.json,1602071006.json,de,bpmn20
1602200127.meta.json,1602200127.json,en,bpmn20
1602475137.meta.json,1602475137.json,en,bpmn20
160250057.meta.json,160250057.json,de,bpmn20
1521344031.meta.json,1521344031.json,en,epc
1521492121.meta.json,1521492121.json,tl,bpmn20
1521549932.meta.json,1521549932.json,de,bpmn20
152158925.meta.json,152158925.json,en,epc
1521647507.meta.json,1521647507.json,en,bpmn20
1521760841.meta.json,1521760841.json,de,bpmn20
1521797378.meta.json,1521797378.json,cs,processmap
1521868867.meta.json,1521868867.json,en,epc
1521964669.meta.json,1521964669.json,de,epc
1820343790.meta.json,1820343790.json,de,epc
1820360007.meta.json,1820360007.json,en,bpmn20
1820383295.meta.json,1820383295.json,en,bpmn11
1820412821.meta.json,1820412821.json,de,epc
1820454446.meta.json,1820454446.json,de,bpmn20
1820486665.meta.json,1820486665.json,de,bpmn20
1111317384.meta.json,1111317384.json,en,bpmn20
1111321189.meta.json,1111321189.json,en,bpmn20
1111328585.meta.json,1111328585.json,de,bpmn20
1111372287.meta.json,1111372287.json,de,UMLUseCase
111138044.meta.json,111138044.json,undetermined language,epc
1111457040.meta.json,1111457040.json,en,bpmn11
1111460724.meta.json,1111460724.json,en,bpmn20
1111474760.meta.json,1111474760.json,en,bpmn20
2011909345.meta.json,2011909345.json,undetermined language,bpmn20
2012131038.meta.json,2012131038.json,de,organigram
2012136230.meta.json,2012136230.json,en,bpmn20conversation
2012156043.meta.json,2012156043.json,en,bpmn20
2012193908.meta.json,2012193908.json,en,bpmn20
2012222168.meta.json,2012222168.json,de,bpmn20
923849828.meta.json,923849828.json,sv,bpmn20
923881390.meta.json,923881390.json,undetermined language,UML22Class
923920667.meta.json,923920667.json,en,epc
924024964.meta.json,924024964.json,de,bpmn20
9240600.meta.json,9240600.json,en,bpmn20
924072460.meta.json,924072460.json,hu,bpmn20
92415850.meta.json,92415850.json,hr,bpmn11
924160287.meta.json,924160287.json,en,bpmn20
92417914.meta.json,92417914.json,de,organigram
602745562.meta.json,602745562.json,de,epc
602773948.meta.json,602773948.json,en,bpmn20
602778096.meta.json,602778096.json,fr,bpmn20
60282150.meta.json,60282150.json,de,bpmn20
602824260.meta.json,602824260.json,en,coloredpetrinet
602834361.meta.json,602834361.json,en,bpmn20
602848178.meta.json,602848178.json,de,bpmn20
938737434.meta.json,938737434.json,en,bpmn20
938790507.meta.json,938790507.json,en,bpmn20
938804215.meta.json,938804215.json,en,bpmn20
938854610.meta.json,938854610.json,en,bpmn20
938895681.meta.json,938895681.json,en,bpmn20
938920025.meta.json,938920025.json,en,bpmn11
938953478.meta.json,938953478.json,en,bpmn20
938977778.meta.json,938977778.json,de,bpmn20
939003525.meta.json,939003525.json,en,epc
1448377150.meta.json,1448377150.json,en,bpmn20
1448470863.meta.json,1448470863.json,undetermined language,bpmn20
1448477811.meta.json,1448477811.json,de,bpmn20
1448549261.meta.json,1448549261.json,es,bpmn20
1448884613.meta.json,1448884613.json,hu,epc
1448935799.meta.json,1448935799.json,de,bpmn20
1449038391.meta.json,1449038391.json,de,bpmn20
1449066349.meta.json,1449066349.json,undetermined language,bpmn20
1449147468.meta.json,1449147468.json,en,bpmn11
1449153356.meta.json,1449153356.json,de,bpmn20
642518030.meta.json,642518030.json,en,bpmn20
642524888.meta.json,642524888.json,en,bpmn20
642718681.meta.json,642718681.json,en,bpmn20
642737160.meta.json,642737160.json,en,bpmn20
642853862.meta.json,642853862.json,undetermined language,bpmn20
642976433.meta.json,642976433.json,de,bpmn20
643013531.meta.json,643013531.json,es,bpmn11
643321181.meta.json,643321181.json,hr,bpmn11
347659259.meta.json,347659259.json,en,coloredpetrinet
347767345.meta.json,347767345.json,de,bpmn20
347768237.meta.json,347768237.json,en,bpmn20
347787671.meta.json,347787671.json,undetermined language,bpmn20
347903800.meta.json,347903800.json,en,bpmn20
348018817.meta.json,348018817.json,en,bpmn20
348029225.meta.json,348029225.json,en,bpmn20
348089853.meta.json,348089853.json,de,bpmn20
348215707.meta.json,348215707.json,en,epc
250180430.meta.json,250180430.json,cs,bpmn20
250261302.meta.json,250261302.json,en,bpmn20
250339741.meta.json,250339741.json,en,bpmn20
25044501.meta.json,25044501.json,de,bpmn20
250596389.meta.json,250596389.json,he,epc
250807449.meta.json,250807449.json,en,bpmn20
250824111.meta.json,250824111.json,de,epc
813667385.meta.json,813667385.json,de,bpmn20
8136746.meta.json,8136746.json,zh-cn,bpmn20
813691474.meta.json,813691474.json,de,bpmn20choreography
81371610.meta.json,81371610.json,de,bpmn20
813761259.meta.json,813761259.json,en,bpmn20
814078692.meta.json,814078692.json,hu,bpmn20
814109416.meta.json,814109416.json,en,bpmn20
814140778.meta.json,814140778.json,de,bpmn20
814153831.meta.json,814153831.json,de,epc
814159687.meta.json,814159687.json,de,epc
1755089274.meta.json,1755089274.json,en,bpmn11
1755137048.meta.json,1755137048.json,en,bpmn11
1755244156.meta.json,1755244156.json,undetermined language,bpmn20conversation
1755272066.meta.json,1755272066.json,de,bpmn20
1755412218.meta.json,1755412218.json,en,bpmn20
1755487363.meta.json,1755487363.json,de,bpmn20
458354543.meta.json,458354543.json,en,bpmn11
458510178.meta.json,458510178.json,en,processmap
458539954.meta.json,458539954.json,en,UML22Class
458549826.meta.json,458549826.json,de,organigram
458623728.meta.json,458623728.json,en,bpmn20
458639861.meta.json,458639861.json,de,bpmn20
458645959.meta.json,458645959.json,en,bpmn20
458653957.meta.json,458653957.json,en,epc
458661799.meta.json,458661799.json,hr,bpmn11
1538517336.meta.json,1538517336.json,en,bpmn20
1538576748.meta.json,1538576748.json,undetermined language,bpmn11
1538702883.meta.json,1538702883.json,en,bpmn20
153877692.meta.json,153877692.json,en,bpmn20
1538797784.meta.json,1538797784.json,fr,bpmn20
1538882605.meta.json,1538882605.json,de,bpmn20
1538991677.meta.json,1538991677.json,en,bpmn11
1539040360.meta.json,1539040360.json,en,petrinet
1539060646.meta.json,1539060646.json,en,fmcblockdiagram
1539100207.meta.json,1539100207.json,en,bpmn20
1539103129.meta.json,1539103129.json,en,bpmn20
302843945.meta.json,302843945.json,en,bpmn20
302851322.meta.json,302851322.json,en,bpmn20
302906966.meta.json,302906966.json,hu,bpmn20
302943360.meta.json,302943360.json,en,bpmn20
303073009.meta.json,303073009.json,it,bpmn20
303213805.meta.json,303213805.json,de,bpmn20
303307515.meta.json,303307515.json,undetermined language,bpmn20
73198704.meta.json,73198704.json,de,petrinet
73205221.meta.json,73205221.json,de,bpmn20
732184447.meta.json,732184447.json,es,bpmn11
732323558.meta.json,732323558.json,de,epc
732351547.meta.json,732351547.json,en,epc
732467945.meta.json,732467945.json,en,bpmn11
732500192.meta.json,732500192.json,sv,bpmn20
719232626.meta.json,719232626.json,en,bpmn20
723794095.meta.json,723794095.json,en,bpmn20
725004708.meta.json,725004708.json,en,epc
726705020.meta.json,726705020.json,no,bpmn20
729722375.meta.json,729722375.json,de,bpmn20
730407766.meta.json,730407766.json,hu,epc
1771214796.meta.json,1771214796.json,hu,bpmn20
1771249998.meta.json,1771249998.json,en,bpmn20
1771263493.meta.json,1771263493.json,en,processmap
177133898.meta.json,177133898.json,en,bpmn20
1771339291.meta.json,1771339291.json,en,bpmn20
1771428892.meta.json,1771428892.json,it,bpmn20
1771501714.meta.json,1771501714.json,en,processmap
1771503629.meta.json,1771503629.json,de,epc
1587154112.meta.json,1587154112.json,undetermined language,bpmn20
158721989.meta.json,158721989.json,de,bpmn20
1587281026.meta.json,1587281026.json,de,bpmn11
1587346500.meta.json,1587346500.json,en,bpmn20
1587362228.meta.json,1587362228.json,de,UMLUseCase
1587373637.meta.json,1587373637.json,en,bpmn20
1587374306.meta.json,1587374306.json,de,bpmn20
158739398.meta.json,158739398.json,en,bpmn20
1587395264.meta.json,1587395264.json,en,bpmn20
1587516534.meta.json,1587516534.json,en,bpmn20
1380319410.meta.json,1380319410.json,en,bpmn20
1380627523.meta.json,1380627523.json,en,bpmn20
1380660595.meta.json,1380660595.json,en,bpmn20
1380727156.meta.json,1380727156.json,undetermined language,bpmn20
1380745951.meta.json,1380745951.json,en,epc
1380785810.meta.json,1380785810.json,en,epc
1941330847.meta.json,1941330847.json,en,epc
1941383709.meta.json,1941383709.json,de,bpmn20
1941387678.meta.json,1941387678.json,de,petrinet
1941397599.meta.json,1941397599.json,en,bpmn20
1941414443.meta.json,1941414443.json,ru,bpmn20
1941673597.meta.json,1941673597.json,hu,bpmn20conversation
1941675800.meta.json,1941675800.json,fr,bpmn20
1941742950.meta.json,1941742950.json,en,bpmn20
1681352066.meta.json,1681352066.json,cs,bpmn20
1681365878.meta.json,1681365878.json,en,UML22Class
1681414898.meta.json,1681414898.json,en,bpmn20
1681458680.meta.json,1681458680.json,en,bpmn20
1681522443.meta.json,1681522443.json,en,bpmn20
1681550245.meta.json,1681550245.json,en,bpmn20
1681655647.meta.json,1681655647.json,en,bpmn20
1681660017.meta.json,1681660017.json,de,bpmn20
1681684904.meta.json,1681684904.json,en,epc
1681904021.meta.json,1681904021.json,en,processmap
1681929421.meta.json,1681929421.json,en,bpmn20
1839198010.meta.json,1839198010.json,es,bpmn20
1839250751.meta.json,1839250751.json,en,bpmn11
1839272107.meta.json,1839272107.json,de,bpmn20
1839338747.meta.json,1839338747.json,en,bpmn20
1839363345.meta.json,1839363345.json,en,bpmn20
1839373666.meta.json,1839373666.json,de,epc
1839391512.meta.json,1839391512.json,de,epc
1839439380.meta.json,1839439380.json,undetermined language,bpmn20
1839452869.meta.json,1839452869.json,fr,bpmn20
1839589021.meta.json,1839589021.json,en,epc
1137072879.meta.json,1137072879.json,de,bpmn20
1137107929.meta.json,1137107929.json,undetermined language,petrinet
1137161146.meta.json,1137161146.json,en,bpmn20
1137384833.meta.json,1137384833.json,it,UMLUseCase
1137521333.meta.json,1137521333.json,en,bpmn20
1137540788.meta.json,1137540788.json,en,bpmn20
1137556177.meta.json,1137556177.json,en,epc
1137559701.meta.json,1137559701.json,de,bpmn20
864929669.meta.json,864929669.json,en,bpmn20
865201484.meta.json,865201484.json,en,bpmn20
865208924.meta.json,865208924.json,undetermined language,bpmn11
865231773.meta.json,865231773.json,fr,bpmn20
865235733.meta.json,865235733.json,de,epc
865262591.meta.json,865262591.json,de,organigram
865501821.meta.json,865501821.json,en,bpmn20
865502331.meta.json,865502331.json,en,bpmn20
865573393.meta.json,865573393.json,undetermined language,bpmn20
45372622.meta.json,45372622.json,en,bpmn20
4537695.meta.json,4537695.json,en,bpmn20
453783497.meta.json,453783497.json,en,bpmn20
453802996.meta.json,453802996.json,de,bpmn20
45383214.meta.json,45383214.json,fi,bpmn20
453914519.meta.json,453914519.json,de,bpmn20
453972710.meta.json,453972710.json,hr,bpmn20
1801205573.meta.json,1801205573.json,hu,bpmn20conversation
1801277608.meta.json,1801277608.json,de,bpmn20
1801317986.meta.json,1801317986.json,en,bpmn20
1801581924.meta.json,1801581924.json,en,epc
1801612300.meta.json,1801612300.json,es,bpmn20
180175222.meta.json,180175222.json,de,organigram
1801879809.meta.json,1801879809.json,en,processmap
1801985505.meta.json,1801985505.json,undetermined language,xforms
1802067857.meta.json,1802067857.json,undetermined language,bpmn20conversation
214457878.meta.json,214457878.json,de,bpmn20
2144609232.meta.json,2144609232.json,en,bpmn20
214462201.meta.json,214462201.json,de,epc
2144630125.meta.json,2144630125.json,en,organigram
2144632447.meta.json,2144632447.json,de,epc
2144695424.meta.json,2144695424.json,en,bpmn20
2137912474.meta.json,2137912474.json,en,processmap
2137933791.meta.json,2137933791.json,de,bpmn20
2138038463.meta.json,2138038463.json,de,bpmn20
2138129834.meta.json,2138129834.json,de,bpmn20conversation
2138250128.meta.json,2138250128.json,en,bpmn11
2138329120.meta.json,2138329120.json,en,bpmn20
2138351658.meta.json,2138351658.json,de,bpmn20
2138380152.meta.json,2138380152.json,en,bpmn20
2138403266.meta.json,2138403266.json,de,bpmn20
2138446200.meta.json,2138446200.json,en,petrinet
2029008403.meta.json,2029008403.json,de,epc
202902857.meta.json,202902857.json,en,bpmn20
2029139925.meta.json,2029139925.json,hr,bpmn20
2029188028.meta.json,2029188028.json,en,bpmn20
2029197584.meta.json,2029197584.json,en,bpmn20
2029389395.meta.json,2029389395.json,hu,processmap
494018138.meta.json,494018138.json,hu,bpmn20
494130392.meta.json,494130392.json,en,epc
494165729.meta.json,494165729.json,en,bpmn20
494180593.meta.json,494180593.json,pt,bpmn11
494226514.meta.json,494226514.json,en,bpmn20
49453140.meta.json,49453140.json,de,bpmn11
494639393.meta.json,494639393.json,en,epc
494791991.meta.json,494791991.json,en,bpmn20choreography
494864621.meta.json,494864621.json,de,bpmn20
902241086.meta.json,902241086.json,de,bpmn20
902271068.meta.json,902271068.json,hu,bpmn20
902308799.meta.json,902308799.json,en,bpmn20
902325617.meta.json,902325617.json,en,epc
902394535.meta.json,902394535.json,en,bpmn20
902462950.meta.json,902462950.json,en,bpmn20
902480837.meta.json,902480837.json,undetermined language,bpmn20
902483061.meta.json,902483061.json,de,bpmn20
902557100.meta.json,902557100.json,de,bpmn11
902605519.meta.json,902605519.json,de,bpmn20
1208272458.meta.json,1208272458.json,en,bpmn20
1208274528.meta.json,1208274528.json,hr,bpmn20
1208282608.meta.json,1208282608.json,en,epc
1208369022.meta.json,1208369022.json,hu,epc
1208495827.meta.json,1208495827.json,de,bpmn20
1208761731.meta.json,1208761731.json,hr,bpmn20
1208931752.meta.json,1208931752.json,de,bpmn20
139730729.meta.json,139730729.json,en,bpmn20
1397388077.meta.json,1397388077.json,en,bpmn20
1397398575.meta.json,1397398575.json,en,epc
1397506865.meta.json,1397506865.json,ru,bpmn20
1397524255.meta.json,1397524255.json,en,bpmn20
1397529620.meta.json,1397529620.json,en,bpmn20
1397636354.meta.json,1397636354.json,en,UML22Class
562278783.meta.json,562278783.json,en,bpmn11
56231516.meta.json,56231516.json,en,bpmn20
562363937.meta.json,562363937.json,en,bpmn20
562423162.meta.json,562423162.json,de,bpmn11
562451524.meta.json,562451524.json,en,epc
562572305.meta.json,562572305.json,undetermined language,bpmn20
562615699.meta.json,562615699.json,en,bpmn11
5627340.meta.json,5627340.json,en,bpmn20
560078738.meta.json,560078738.json,en,bpmn20
561099441.meta.json,561099441.json,en,bpmn20
562752915.meta.json,562752915.json,en,bpmn20
564737380.meta.json,564737380.json,en,bpmn20
565034803.meta.json,565034803.json,de,bpmn20
565706230.meta.json,565706230.json,undetermined language,processmap
567641483.meta.json,567641483.json,en,bpmn20
1717362818.meta.json,1717362818.json,en,epc
171750559.meta.json,171750559.json,de,bpmn20
1717598525.meta.json,1717598525.json,en,bpmn20
1717658553.meta.json,1717658553.json,en,bpmn20
1717672055.meta.json,1717672055.json,fr,epc
1717778361.meta.json,1717778361.json,de,UMLUseCase
1717858062.meta.json,1717858062.json,en,bpmn20
1718080011.meta.json,1718080011.json,en,bpmn20
2083291315.meta.json,2083291315.json,en,bpmn20
2083300718.meta.json,2083300718.json,de,bpmn20
2083436481.meta.json,2083436481.json,en,bpmn20
2083499136.meta.json,2083499136.json,en,bpmn20
208359301.meta.json,208359301.json,en,bpmn20
2083625724.meta.json,2083625724.json,de,bpmn20
2083652358.meta.json,2083652358.json,en,epc
2083719867.meta.json,2083719867.json,en,bpmn20
1737791784.meta.json,1737791784.json,fi,bpmn20
1737814035.meta.json,1737814035.json,en,bpmn20
1737840578.meta.json,1737840578.json,sv,bpmn20
1737841190.meta.json,1737841190.json,de,epc
1737877874.meta.json,1737877874.json,en,bpmn11
1737879098.meta.json,1737879098.json,pt,organigram
1737990649.meta.json,1737990649.json,en,bpmn11
1102596666.meta.json,1102596666.json,en,bpmn20
1102625162.meta.json,1102625162.json,en,bpmn20
1102626646.meta.json,1102626646.json,de,bpmn11
110263427.meta.json,110263427.json,en,processmap
1102643958.meta.json,1102643958.json,de,bpmn20
1102723235.meta.json,1102723235.json,de,epc
1102751329.meta.json,1102751329.json,en,bpmn20
1102802527.meta.json,1102802527.json,en,bpmn20conversation
1547919900.meta.json,1547919900.json,en,bpmn20
1547999252.meta.json,1547999252.json,en,bpmn20
1548070365.meta.json,1548070365.json,hr,bpmn20
1548077231.meta.json,1548077231.json,en,bpmn20
154810192.meta.json,154810192.json,en,bpmn20
1548140881.meta.json,1548140881.json,en,bpmn11
1548171925.meta.json,1548171925.json,en,bpmn20
277608120.meta.json,277608120.json,it,bpmn20
277682597.meta.json,277682597.json,undetermined language,bpmn20choreography
277720178.meta.json,277720178.json,en,bpmn20
277735801.meta.json,277735801.json,de,petrinet
277894400.meta.json,277894400.json,hr,bpmn20
277920384.meta.json,277920384.json,en,bpmn11
277953283.meta.json,277953283.json,de,bpmn20
277987815.meta.json,277987815.json,de,bpmn20
1559668890.meta.json,1559668890.json,en,bpmn20
1559811501.meta.json,1559811501.json,en,bpmn11
1559897343.meta.json,1559897343.json,en,bpmn20
1559907822.meta.json,1559907822.json,en,bpmn20
1560042091.meta.json,1560042091.json,en,bpmn20
1560215901.meta.json,1560215901.json,en,epc
1560216019.meta.json,1560216019.json,en,bpmn20
281311063.meta.json,281311063.json,de,bpmn20
281325316.meta.json,281325316.json,undetermined language,bpmn20
281325869.meta.json,281325869.json,de,bpmn20
281495932.meta.json,281495932.json,de,bpmn20
281509973.meta.json,281509973.json,en,bpmn20
281533139.meta.json,281533139.json,hr,bpmn20
1918525992.meta.json,1918525992.json,en,bpmn20
1918691651.meta.json,1918691651.json,en,epc
1918743237.meta.json,1918743237.json,en,bpmn20
1918925099.meta.json,1918925099.json,en,bpmn20
1919155092.meta.json,1919155092.json,de,petrinet
1919319680.meta.json,1919319680.json,en,bpmn20
