filename.meta,filename,language,modelLanguage
878197911.meta.json,878197911.json,de,bpmn20
878224428.meta.json,878224428.json,en,bpmn11
1376832442.meta.json,1376832442.json,de,bpmn11
1376834495.meta.json,1376834495.json,en,bpmn20
1376839822.meta.json,1376839822.json,de,bpmn20
1376869934.meta.json,1376869934.json,en,bpmn20
1376985950.meta.json,1376985950.json,en,bpmn20
1377034384.meta.json,1377034384.json,en,bpmn20choreography
1346058448.meta.json,1346058448.json,en,bpmn20
1347892945.meta.json,1347892945.json,en,epc
13497086.meta.json,13497086.json,en,bpmn20
1350162560.meta.json,1350162560.json,en,bpmn20
1350396390.meta.json,1350396390.json,id,petrinet
1351245929.meta.json,1351245929.json,en,bpmn20
1351819421.meta.json,1351819421.json,en,epc
1354259629.meta.json,1354259629.json,en,bpmn20
1356716654.meta.json,1356716654.json,en,epc
135725367.meta.json,135725367.json,de,bpmn20
1358862777.meta.json,1358862777.json,hr,bpmn11
1359937385.meta.json,1359937385.json,de,epc
1361628578.meta.json,1361628578.json,de,organigram
1523539737.meta.json,1523539737.json,hu,epc
1523559658.meta.json,1523559658.json,en,bpmn11
1523625258.meta.json,1523625258.json,de,epc
1523654065.meta.json,1523654065.json,en,bpmn20
1523675295.meta.json,1523675295.json,en,epc
1523849051.meta.json,1523849051.json,en,bpmn20
152396239.meta.json,152396239.json,de,processmap
1555770729.meta.json,1555770729.json,de,processmap
1557546330.meta.json,1557546330.json,de,processmap
1558532992.meta.json,1558532992.json,undetermined language,bpmn11
1559622571.meta.json,1559622571.json,en,bpmn20
1561005393.meta.json,1561005393.json,es,bpmn20choreography
156186638.meta.json,156186638.json,hr,bpmn20
1565596908.meta.json,1565596908.json,en,organigram
1566749682.meta.json,1566749682.json,en,bpmn20
156720896.meta.json,156720896.json,en,bpmn20
1568748919.meta.json,1568748919.json,de,bpmn20conversation
379956379.meta.json,379956379.json,en,epc
380126653.meta.json,380126653.json,it,bpmn20
380128691.meta.json,380128691.json,de,bpmn20
380175217.meta.json,380175217.json,de,epc
380176882.meta.json,380176882.json,hu,epc
380214509.meta.json,380214509.json,en,bpmn20
380388085.meta.json,380388085.json,undetermined language,bpmn11
2121818575.meta.json,2121818575.json,de,bpmn20
2121858295.meta.json,2121858295.json,en,bpmn20
2122072077.meta.json,2122072077.json,de,processmap
2122077367.meta.json,2122077367.json,de,bpmn20
2122101911.meta.json,2122101911.json,en,bpmn20
2122218860.meta.json,2122218860.json,en,bpmn20
2122332090.meta.json,2122332090.json,en,bpmn20
2122341659.meta.json,2122341659.json,de,bpmn20
2122382435.meta.json,2122382435.json,en,bpmn20
2122396544.meta.json,2122396544.json,de,bpmn20
2122411429.meta.json,2122411429.json,en,bpmn11
212244143.meta.json,212244143.json,de,petrinet
957736704.meta.json,957736704.json,en,bpmn20
957887985.meta.json,957887985.json,en,epc
957900649.meta.json,957900649.json,de,bpmn20
957971857.meta.json,957971857.json,en,processmap
958000695.meta.json,958000695.json,de,bpmn11
958096068.meta.json,958096068.json,undetermined language,bpmn20
95828624.meta.json,95828624.json,hu,processmap
95839420.meta.json,95839420.json,hu,epc
958448504.meta.json,958448504.json,en,bpmn20
286001317.meta.json,286001317.json,de,petrinet
286002366.meta.json,286002366.json,en,petrinet
286159747.meta.json,286159747.json,en,bpmn20
286240008.meta.json,286240008.json,en,processmap
286268396.meta.json,286268396.json,hr,bpmn11
286479886.meta.json,286479886.json,de,bpmn20
286480105.meta.json,286480105.json,de,bpmn20
286508726.meta.json,286508726.json,en,bpmn20
286607379.meta.json,286607379.json,en,bpmn20
286638699.meta.json,286638699.json,en,bpmn20
286642562.meta.json,286642562.json,en,bpmn20
286864198.meta.json,286864198.json,en,epc
1072937185.meta.json,1072937185.json,en,bpmn11
1073101122.meta.json,1073101122.json,de,processmap
107311811.meta.json,107311811.json,fr,petrinet
1073171981.meta.json,1073171981.json,de,bpmn20
1073199709.meta.json,1073199709.json,en,bpmn20
1073294295.meta.json,1073294295.json,fr,bpmn20
1073435803.meta.json,1073435803.json,en,bpmn20
1073458833.meta.json,1073458833.json,en,processmap
1073525857.meta.json,1073525857.json,el,bpmn20
1073584600.meta.json,1073584600.json,en,bpmn11
1073694213.meta.json,1073694213.json,en,bpmn20
1870875857.meta.json,1870875857.json,de,bpmn20
1870966820.meta.json,1870966820.json,de,bpmn20
1871126751.meta.json,1871126751.json,en,bpmn11
1871215275.meta.json,1871215275.json,en,bpmn11
1871235062.meta.json,1871235062.json,en,bpmn20
1871251963.meta.json,1871251963.json,en,bpmn20
1871337702.meta.json,1871337702.json,en,bpmn20
1871469287.meta.json,1871469287.json,de,bpmn20
1871541044.meta.json,1871541044.json,hr,bpmn11
2114683794.meta.json,2114683794.json,undetermined language,bpmn20
2114925729.meta.json,2114925729.json,en,bpmn11
211497000.meta.json,211497000.json,de,bpmn20
2115148851.meta.json,2115148851.json,en,bpmn20
2115167166.meta.json,2115167166.json,en,bpmn20
2115424042.meta.json,2115424042.json,it,bpmn20
2115437770.meta.json,2115437770.json,de,bpmn20
2115549850.meta.json,2115549850.json,hu,epc
2115580946.meta.json,2115580946.json,en,petrinet
2115584589.meta.json,2115584589.json,undetermined language,UML22Class
2115611032.meta.json,2115611032.json,en,bpmn20
1196559989.meta.json,1196559989.json,hu,bpmn20
1196668448.meta.json,1196668448.json,undetermined language,bpmn11
1196737422.meta.json,1196737422.json,fr,bpmn20
1196744650.meta.json,1196744650.json,de,organigram
1196916118.meta.json,1196916118.json,no,bpmn20
1196985437.meta.json,1196985437.json,en,bpmn20
1197039625.meta.json,1197039625.json,de,coloredpetrinet
960344440.meta.json,960344440.json,de,bpmn20
960398651.meta.json,960398651.json,en,epc
960404116.meta.json,960404116.json,de,bpmn20
960416147.meta.json,960416147.json,en,bpmn20
960473037.meta.json,960473037.json,en,processmap
960490937.meta.json,960490937.json,en,bpmn20
960681858.meta.json,960681858.json,de,bpmn20
96071973.meta.json,96071973.json,en,bpmn20
960722053.meta.json,960722053.json,de,epc
1331816465.meta.json,1331816465.json,en,bpmn20
1331864645.meta.json,1331864645.json,undetermined language,bpmn20
1331923718.meta.json,1331923718.json,en,bpmn20
1331949952.meta.json,1331949952.json,hu,epc
1331978625.meta.json,1331978625.json,de,bpmn20
1332006106.meta.json,1332006106.json,undetermined language,bpmn20
1332081410.meta.json,1332081410.json,en,bpmn20
1332111695.meta.json,1332111695.json,en,bpmn20
1771923675.meta.json,1771923675.json,en,epc
1771930205.meta.json,1771930205.json,de,bpmn20
1771939184.meta.json,1771939184.json,en,bpmn20
1772276079.meta.json,1772276079.json,en,epc
1772278573.meta.json,1772278573.json,en,bpmn20
1772359353.meta.json,1772359353.json,hr,bpmn11
177243201.meta.json,177243201.json,en,bpmn20
1772461533.meta.json,1772461533.json,en,bpmn20
1772592087.meta.json,1772592087.json,en,bpmn20
1772664550.meta.json,1772664550.json,en,bpmn11
1006068607.meta.json,1006068607.json,en,processmap
1006208094.meta.json,1006208094.json,en,bpmn20
1006243522.meta.json,1006243522.json,de,bpmn20
1006305221.meta.json,1006305221.json,en,bpmn20
1006358279.meta.json,1006358279.json,ru,epc
100639660.meta.json,100639660.json,en,epc
2092921889.meta.json,2092921889.json,en,bpmn20
2093003325.meta.json,2093003325.json,en,processmap
2093011761.meta.json,2093011761.json,de,petrinet
2093177433.meta.json,2093177433.json,en,bpmn20
2093180042.meta.json,2093180042.json,en,organigram
2093287796.meta.json,2093287796.json,de,bpmn20conversation
2093296227.meta.json,2093296227.json,de,bpmn11
2090197752.meta.json,2090197752.json,hu,bpmn20
2090709894.meta.json,2090709894.json,en,bpmn20
2092406640.meta.json,2092406640.json,de,bpmn20
2092916468.meta.json,2092916468.json,hr,bpmn11
2093331600.meta.json,2093331600.json,de,processmap
209625813.meta.json,209625813.json,es,bpmn20
20982374.meta.json,20982374.json,en,UML22Class
21883375.meta.json,21883375.json,de,bpmn20
21883414.meta.json,21883414.json,undetermined language,bpmn20
21885510.meta.json,21885510.json,de,bpmn20
218911620.meta.json,218911620.json,no,bpmn20
218927540.meta.json,218927540.json,da,bpmn20
218974671.meta.json,218974671.json,en,bpmn20
219222408.meta.json,219222408.json,en,bpmn20
219305449.meta.json,219305449.json,en,bpmn11
1451518550.meta.json,1451518550.json,en,processmap
1451632562.meta.json,1451632562.json,de,bpmn20
145172647.meta.json,145172647.json,hr,bpmn20
1451735848.meta.json,1451735848.json,cs,bpmn20
1451739504.meta.json,1451739504.json,de,bpmn20
1451762381.meta.json,1451762381.json,de,bpmn20
1743495961.meta.json,1743495961.json,undetermined language,organigram
1743509046.meta.json,1743509046.json,en,bpmn20conversation
1743942031.meta.json,1743942031.json,en,bpmn20
1743943838.meta.json,1743943838.json,en,bpmn11
1743951450.meta.json,1743951450.json,de,bpmn20
1743959436.meta.json,1743959436.json,en,bpmn20
95198059.meta.json,95198059.json,de,bpmn20
95220887.meta.json,95220887.json,cs,bpmn20
952609000.meta.json,952609000.json,de,bpmn20
952734104.meta.json,952734104.json,de,bpmn20
952759889.meta.json,952759889.json,en,bpmn20
9529223.meta.json,9529223.json,hr,bpmn11
1798170483.meta.json,1798170483.json,de,bpmn20
1798178895.meta.json,1798178895.json,en,epc
1798194958.meta.json,1798194958.json,en,bpmn20
1798195767.meta.json,1798195767.json,de,bpmn20
1798276208.meta.json,1798276208.json,en,bpmn20
1798280126.meta.json,1798280126.json,de,bpmn20
1798298087.meta.json,1798298087.json,de,bpmn20
1798329184.meta.json,1798329184.json,hu,epc
210120752.meta.json,210120752.json,de,epc
2101298416.meta.json,2101298416.json,en,bpmn20
2101309981.meta.json,2101309981.json,en,epc
2101317322.meta.json,2101317322.json,undetermined language,petrinet
2101341897.meta.json,2101341897.json,en,bpmn11
210139907.meta.json,210139907.json,ru,bpmn20
2101519994.meta.json,2101519994.json,hu,processmap
2101563217.meta.json,2101563217.json,hr,bpmn11
2101661817.meta.json,2101661817.json,en,bpmn20
2101706380.meta.json,2101706380.json,de,bpmn20
1630316513.meta.json,1630316513.json,en,bpmn20choreography
1630362363.meta.json,1630362363.json,en,bpmn20
1630557549.meta.json,1630557549.json,de,bpmn20
1630740859.meta.json,1630740859.json,de,bpmn20
1630743267.meta.json,1630743267.json,en,bpmn20
1630761800.meta.json,1630761800.json,de,bpmn20choreography
163087514.meta.json,163087514.json,en,bpmn20conversation
2086000122.meta.json,2086000122.json,de,bpmn20
2086044941.meta.json,2086044941.json,en,bpmn20
2086166489.meta.json,2086166489.json,hu,bpmn20
2086271047.meta.json,2086271047.json,en,bpmn20
2086329892.meta.json,2086329892.json,fr,bpmn20
2086442566.meta.json,2086442566.json,hr,bpmn11
2086536388.meta.json,2086536388.json,de,bpmn20
2086548349.meta.json,2086548349.json,en,bpmn20
911957634.meta.json,911957634.json,de,bpmn20
911958028.meta.json,911958028.json,de,bpmn20
911969983.meta.json,911969983.json,de,bpmn20
912036500.meta.json,912036500.json,en,bpmn20
912085157.meta.json,912085157.json,hr,bpmn20
91219176.meta.json,91219176.json,en,bpmn20
91222893.meta.json,91222893.json,en,epc
1581755344.meta.json,1581755344.json,undetermined language,bpmn20choreography
1581760020.meta.json,1581760020.json,en,bpmn11
1581914009.meta.json,1581914009.json,en,bpmn20
1581987744.meta.json,1581987744.json,en,bpmn20
1582172470.meta.json,1582172470.json,de,bpmn20
1582177859.meta.json,1582177859.json,hr,bpmn20
1458097823.meta.json,1458097823.json,en,bpmn20
1458320207.meta.json,1458320207.json,en,bpmn20
1458533933.meta.json,1458533933.json,en,bpmn20
1458696780.meta.json,1458696780.json,es,bpmn20
1458732497.meta.json,1458732497.json,hr,bpmn11
1458759179.meta.json,1458759179.json,en,bpmn20
1458776462.meta.json,1458776462.json,hu,bpmn20
1254522097.meta.json,1254522097.json,en,bpmn20
1254540583.meta.json,1254540583.json,de,UMLUseCase
1254562701.meta.json,1254562701.json,en,epc
12545772.meta.json,12545772.json,en,bpmn20conversation
125460031.meta.json,125460031.json,en,bpmn20
1254673399.meta.json,1254673399.json,en,bpmn20
125478520.meta.json,125478520.json,en,bpmn20
1254837988.meta.json,1254837988.json,en,epc
1254870267.meta.json,1254870267.json,en,bpmn20
1254895950.meta.json,1254895950.json,hu,epc
1254948281.meta.json,1254948281.json,hr,bpmn11
1255176426.meta.json,1255176426.json,de,epc
1897812319.meta.json,1897812319.json,de,epc
1897846067.meta.json,1897846067.json,en,bpmn20
1897859590.meta.json,1897859590.json,de,bpmn20
1897884985.meta.json,1897884985.json,en,bpmn20
1897910959.meta.json,1897910959.json,hr,epc
1897913311.meta.json,1897913311.json,de,bpmn20
1897913594.meta.json,1897913594.json,sk,bpmn20
1898044258.meta.json,1898044258.json,af,petrinet
1898130620.meta.json,1898130620.json,de,bpmn20
1230624742.meta.json,1230624742.json,en,bpmn20
123066774.meta.json,123066774.json,de,bpmn20
1230876351.meta.json,1230876351.json,en,bpmn20
1230919466.meta.json,1230919466.json,hr,bpmn11
1231053675.meta.json,1231053675.json,en,bpmn20
1231058409.meta.json,1231058409.json,hr,jbpm4
1231169370.meta.json,1231169370.json,en,bpmn20
1509197137.meta.json,1509197137.json,en,bpmn20choreography
1509213804.meta.json,1509213804.json,en,bpmn11
1509321701.meta.json,1509321701.json,en,epc
1509415370.meta.json,1509415370.json,en,bpmn20
1509464205.meta.json,1509464205.json,undetermined language,petrinet
1509505213.meta.json,1509505213.json,en,bpmn20
1509589659.meta.json,1509589659.json,en,epc
635619861.meta.json,635619861.json,en,bpmn20
635649517.meta.json,635649517.json,hu,epc
635756257.meta.json,635756257.json,de,epc
635768188.meta.json,635768188.json,en,epc
635796527.meta.json,635796527.json,de,bpmn20
635948004.meta.json,635948004.json,en,bpmn20
635952276.meta.json,635952276.json,de,bpmn20
636007213.meta.json,636007213.json,cs,bpmn20
1514250916.meta.json,1514250916.json,en,bpmn20
1514257371.meta.json,1514257371.json,de,bpmn20
1514307064.meta.json,1514307064.json,es,bpmn20choreography
1514325437.meta.json,1514325437.json,hu,bpmn20
1514634534.meta.json,1514634534.json,hu,bpmn20
1514664576.meta.json,1514664576.json,de,coloredpetrinet
1514799230.meta.json,1514799230.json,en,bpmn20
1514937390.meta.json,1514937390.json,de,bpmn20
92656223.meta.json,92656223.json,en,bpmn11
926600411.meta.json,926600411.json,en,bpmn20
926601502.meta.json,926601502.json,de,bpmn20
926621766.meta.json,926621766.json,de,bpmn20
926720117.meta.json,926720117.json,en,epc
92689429.meta.json,92689429.json,hu,bpmn11
926912173.meta.json,926912173.json,de,bpmn11
926919301.meta.json,926919301.json,sv,bpmn20
926945936.meta.json,926945936.json,en,epc
926988071.meta.json,926988071.json,en,bpmn11
927036084.meta.json,927036084.json,en,processmap
309881550.meta.json,309881550.json,de,bpmn20
309907684.meta.json,309907684.json,en,bpmn20
309996330.meta.json,309996330.json,en,bpmn11
310012318.meta.json,310012318.json,it,petrinet
31005204.meta.json,31005204.json,hu,bpmn20
310105977.meta.json,310105977.json,fr,bpmn20
310208558.meta.json,310208558.json,de,bpmn20
310244904.meta.json,310244904.json,hu,processmap
310338923.meta.json,310338923.json,de,epc
310345120.meta.json,310345120.json,en,bpmn11
31034610.meta.json,31034610.json,en,epc
689714018.meta.json,689714018.json,en,bpmn11
689864951.meta.json,689864951.json,en,bpmn20
689908885.meta.json,689908885.json,en,bpmn20
690065687.meta.json,690065687.json,en,petrinet
690224154.meta.json,690224154.json,de,epc
690242193.meta.json,690242193.json,hr,bpmn11
690333431.meta.json,690333431.json,de,bpmn20
1740652565.meta.json,1740652565.json,de,bpmn20
1740661230.meta.json,1740661230.json,en,epc
1740676167.meta.json,1740676167.json,hr,bpmn11
1740829086.meta.json,1740829086.json,fr,bpmn11
1740878691.meta.json,1740878691.json,en,epc
1741042912.meta.json,1741042912.json,de,bpmn20
1741077768.meta.json,1741077768.json,en,processmap
1699008808.meta.json,1699008808.json,en,bpmn20choreography
1699045839.meta.json,1699045839.json,es,processmap
1699223648.meta.json,1699223648.json,en,bpmn20
1699226170.meta.json,1699226170.json,en,bpmn20
1699289918.meta.json,1699289918.json,de,bpmn20
1699444521.meta.json,1699444521.json,en,bpmn20
1690827937.meta.json,1690827937.json,en,bpmn11
1691301473.meta.json,1691301473.json,en,epc
1692122698.meta.json,1692122698.json,de,bpmn20
1692861522.meta.json,1692861522.json,en,bpmn20
1693339984.meta.json,1693339984.json,de,epc
1694656256.meta.json,1694656256.json,hr,bpmn11
1696635019.meta.json,1696635019.json,de,epc
1014610976.meta.json,1014610976.json,en,bpmn20
1014649280.meta.json,1014649280.json,en,bpmn20
1014684167.meta.json,1014684167.json,en,bpmn20
1014753796.meta.json,1014753796.json,en,bpmn11
1014787172.meta.json,1014787172.json,de,bpmn20
1014858896.meta.json,1014858896.json,undetermined language,processmap
1014927748.meta.json,1014927748.json,hu,bpmn20
1014981219.meta.json,1014981219.json,en,bpmn11
1015022118.meta.json,1015022118.json,hr,bpmn11
1015118440.meta.json,1015118440.json,de,epc
1015184967.meta.json,1015184967.json,undetermined language,bpmn20
1592014007.meta.json,1592014007.json,en,bpmn20
1592100154.meta.json,1592100154.json,no,bpmn20
159212768.meta.json,159212768.json,de,bpmn20
1592150287.meta.json,1592150287.json,de,bpmn20
1592176338.meta.json,1592176338.json,hr,bpmn20
1592180701.meta.json,1592180701.json,de,epc
1592196536.meta.json,1592196536.json,en,bpmn20
1592270417.meta.json,1592270417.json,en,bpmn20
1592283142.meta.json,1592283142.json,en,bpmn20
1592308528.meta.json,1592308528.json,de,bpmn20
1592370943.meta.json,1592370943.json,en,bpmn20
1759119291.meta.json,1759119291.json,en,epc
1759146062.meta.json,1759146062.json,en,bpmn11
1759174271.meta.json,1759174271.json,de,bpmn20
1759266100.meta.json,1759266100.json,en,epc
1759433608.meta.json,1759433608.json,en,bpmn20
1759497400.meta.json,1759497400.json,de,epc
1759565707.meta.json,1759565707.json,en,bpmn20
1759576666.meta.json,1759576666.json,hu,bpmn20
131372755.meta.json,131372755.json,de,bpmn20
1313761081.meta.json,1313761081.json,en,bpmn20
1313915389.meta.json,1313915389.json,de,bpmn20
1313959622.meta.json,1313959622.json,sv,bpmn20
1314039392.meta.json,1314039392.json,de,bpmn20
1314122988.meta.json,1314122988.json,en,bpmn20
1314136371.meta.json,1314136371.json,en,bpmn11
1314144927.meta.json,1314144927.json,pl,bpmn20
1314160600.meta.json,1314160600.json,en,bpmn20
131441208.meta.json,131441208.json,en,bpmn20
1234098448.meta.json,1234098448.json,en,epc
1234181672.meta.json,1234181672.json,de,bpmn20
1234192463.meta.json,1234192463.json,de,epc
1234254324.meta.json,1234254324.json,en,bpmn20
1234405527.meta.json,1234405527.json,en,bpmn20
1234469408.meta.json,1234469408.json,en,bpmn20
1234506742.meta.json,1234506742.json,en,bpmn20
1234599455.meta.json,1234599455.json,hu,bpmn20
1234657118.meta.json,1234657118.json,hu,epc
1218611277.meta.json,1218611277.json,de,bpmn20
1218754285.meta.json,1218754285.json,en,bpmn11
1218803350.meta.json,1218803350.json,en,organigram
1218819571.meta.json,1218819571.json,en,bpmn20
1218876721.meta.json,1218876721.json,it,bpmn20
1218881399.meta.json,1218881399.json,de,processmap
1218908310.meta.json,1218908310.json,en,bpmn20
1218941907.meta.json,1218941907.json,en,bpmn11
1219067828.meta.json,1219067828.json,de,epc
1219076918.meta.json,1219076918.json,en,bpmn20
1385824917.meta.json,1385824917.json,en,bpmn20choreography
1385887039.meta.json,1385887039.json,en,epc
1385944540.meta.json,1385944540.json,en,processmap
1386136805.meta.json,1386136805.json,it,UMLUseCase
1386149263.meta.json,1386149263.json,en,bpmn20
1386178911.meta.json,1386178911.json,en,epc
138627557.meta.json,138627557.json,en,epc
1386285757.meta.json,1386285757.json,en,epc
1412356678.meta.json,1412356678.json,en,epc
1415118336.meta.json,1415118336.json,en,bpmn20
1416350011.meta.json,1416350011.json,de,organigram
1418637336.meta.json,1418637336.json,de,bpmn20
1419033951.meta.json,1419033951.json,de,bpmn20
1419440487.meta.json,1419440487.json,pt,bpmn11
1421242528.meta.json,1421242528.json,en,bpmn20
1421415710.meta.json,1421415710.json,hu,epc
1326407742.meta.json,1326407742.json,en,bpmn20
132644630.meta.json,132644630.json,hu,epc
1326476039.meta.json,1326476039.json,hu,processmap
1326496562.meta.json,1326496562.json,en,processmap
132655415.meta.json,132655415.json,fr,organigram
1326635821.meta.json,1326635821.json,en,bpmn20
1326647905.meta.json,1326647905.json,en,bpmn20
1326707944.meta.json,1326707944.json,en,bpmn20
1139547559.meta.json,1139547559.json,it,bpmn20
1139602610.meta.json,1139602610.json,it,UMLUseCase
1139605020.meta.json,1139605020.json,es,bpmn20
1139645990.meta.json,1139645990.json,it,bpmn20conversation
1139678555.meta.json,1139678555.json,ru,epc
1139686115.meta.json,1139686115.json,en,bpmn20
537415335.meta.json,537415335.json,en,bpmn20
537521763.meta.json,537521763.json,de,bpmn20
537564321.meta.json,537564321.json,de,epc
537602743.meta.json,537602743.json,nl,UMLUseCase
537647294.meta.json,537647294.json,undetermined language,bpmn20
537655918.meta.json,537655918.json,fr,bpmn20
537683043.meta.json,537683043.json,en,bpmn20
538059703.meta.json,538059703.json,es,bpmn20
538078302.meta.json,538078302.json,en,epc
1100278856.meta.json,1100278856.json,en,UML22Class
110033711.meta.json,110033711.json,de,bpmn20
1100382784.meta.json,1100382784.json,en,bpmn20
1100429829.meta.json,1100429829.json,en,processmap
1100565110.meta.json,1100565110.json,hr,bpmn20
1100600067.meta.json,1100600067.json,es,bpmn20
110068250.meta.json,110068250.json,de,epc
1100688360.meta.json,1100688360.json,de,bpmn20
1100749326.meta.json,1100749326.json,sk,bpmn20
788381112.meta.json,788381112.json,de,bpmn20
788393335.meta.json,788393335.json,de,bpmn11
788396266.meta.json,788396266.json,de,bpmn20
788481665.meta.json,788481665.json,en,epc
788490002.meta.json,788490002.json,en,bpmn20
1963533688.meta.json,1963533688.json,en,epc
1963548996.meta.json,1963548996.json,en,bpmn20
1963549762.meta.json,1963549762.json,en,bpmn20
1963628473.meta.json,1963628473.json,de,bpmn20
1963762438.meta.json,1963762438.json,en,bpmn20
1963898106.meta.json,1963898106.json,hu,bpmn20
1963906698.meta.json,1963906698.json,it,bpmn20
1963951628.meta.json,1963951628.json,hu,bpmn20
1477873934.meta.json,1477873934.json,de,epc
1477940495.meta.json,1477940495.json,de,bpmn20
1478175209.meta.json,1478175209.json,en,petrinet
1478188115.meta.json,1478188115.json,en,bpmn20
147823687.meta.json,147823687.json,de,processmap
129622132.meta.json,129622132.json,en,organigram
1296292651.meta.json,1296292651.json,de,epc
1296295634.meta.json,1296295634.json,en,bpmn20conversation
1296413777.meta.json,1296413777.json,hr,bpmn11
1296415028.meta.json,1296415028.json,en,bpmn20
1296504070.meta.json,1296504070.json,de,bpmn20
1296551641.meta.json,1296551641.json,en,bpmn20
1296633155.meta.json,1296633155.json,en,bpmn11
1641201916.meta.json,1641201916.json,en,bpmn20
1641258843.meta.json,1641258843.json,en,bpmn20
1641386293.meta.json,1641386293.json,de,bpmn11
1641451466.meta.json,1641451466.json,en,bpmn20
1641654642.meta.json,1641654642.json,en,petrinet
1641671808.meta.json,1641671808.json,en,bpmn11
1641710876.meta.json,1641710876.json,en,bpmn20
1641746022.meta.json,1641746022.json,de,petrinet
1641837251.meta.json,1641837251.json,en,bpmn20
16418674.meta.json,16418674.json,de,bpmn20
1641938931.meta.json,1641938931.json,de,bpmn20
1624572509.meta.json,1624572509.json,undetermined language,bpmn20
1624973266.meta.json,1624973266.json,de,epc
1625338078.meta.json,1625338078.json,en,bpmn20
1627520228.meta.json,1627520228.json,de,bpmn20
1627972011.meta.json,1627972011.json,pt,bpmn11
1629738179.meta.json,1629738179.json,hr,bpmn20
1671750284.meta.json,1671750284.json,en,bpmn20
1671787493.meta.json,1671787493.json,en,bpmn20
1671850404.meta.json,1671850404.json,en,bpmn20
1671891829.meta.json,1671891829.json,hu,epc
1672007011.meta.json,1672007011.json,en,epc
1672048025.meta.json,1672048025.json,en,bpmn20
1672135608.meta.json,1672135608.json,de,epc
1672142033.meta.json,1672142033.json,en,bpmn20
204381197.meta.json,204381197.json,es,processmap
2043811993.meta.json,2043811993.json,en,bpmn11
2043859939.meta.json,2043859939.json,en,bpmn20
2044017926.meta.json,2044017926.json,en,bpmn20
2044022508.meta.json,2044022508.json,en,bpmn20
2044299397.meta.json,2044299397.json,en,bpmn20
2044328847.meta.json,2044328847.json,en,epc
2044334034.meta.json,2044334034.json,en,bpmn20
2044397627.meta.json,2044397627.json,en,epc
1993663877.meta.json,1993663877.json,de,bpmn20choreography
1993717153.meta.json,1993717153.json,hu,jbpm4
1993821399.meta.json,1993821399.json,de,epc
1993839441.meta.json,1993839441.json,en,bpmn20
1993867751.meta.json,1993867751.json,de,bpmn20
1993913920.meta.json,1993913920.json,hr,bpmn11
315859788.meta.json,315859788.json,en,bpmn20
315952374.meta.json,315952374.json,de,bpmn20
315960758.meta.json,315960758.json,de,bpmn20
315998372.meta.json,315998372.json,undetermined language,bpmn20
316128903.meta.json,316128903.json,en,bpmn20
31622948.meta.json,31622948.json,en,bpmn11
316243780.meta.json,316243780.json,en,bpmn20
316248682.meta.json,316248682.json,en,bpmn20
316316155.meta.json,316316155.json,it,bpmn20
31634327.meta.json,31634327.json,en,bpmn20
1556911795.meta.json,1556911795.json,de,bpmn20
1556965657.meta.json,1556965657.json,en,bpmn20
1557128458.meta.json,1557128458.json,en,epc
1557141002.meta.json,1557141002.json,de,epc
1557209616.meta.json,1557209616.json,de,bpmn20
1557249460.meta.json,1557249460.json,de,bpmn20
1557261362.meta.json,1557261362.json,en,epc
155733212.meta.json,155733212.json,de,bpmn20
1557398272.meta.json,1557398272.json,en,bpmn20
1557515118.meta.json,1557515118.json,de,bpmn20
1557526876.meta.json,1557526876.json,en,epc
186844898.meta.json,186844898.json,hu,bpmn20
1868465939.meta.json,1868465939.json,hu,bpmn20
1868475.meta.json,1868475.json,hu,epc
1868480921.meta.json,1868480921.json,en,epc
1868539826.meta.json,1868539826.json,de,epc
1868550114.meta.json,1868550114.json,en,epc
1868564724.meta.json,1868564724.json,nl,bpmn20
1868604285.meta.json,1868604285.json,en,bpmn20
1868609600.meta.json,1868609600.json,en,epc
867607334.meta.json,867607334.json,de,bpmn20choreography
867632482.meta.json,867632482.json,de,bpmn20
867776000.meta.json,867776000.json,de,bpmn20
867776335.meta.json,867776335.json,en,bpmn20
867824940.meta.json,867824940.json,en,bpmn20
867899900.meta.json,867899900.json,de,bpmn20
867984442.meta.json,867984442.json,en,bpmn20
868197785.meta.json,868197785.json,pl,bpmn20
875152092.meta.json,875152092.json,de,bpmn20
875223992.meta.json,875223992.json,en,bpmn11
875232015.meta.json,875232015.json,de,bpmn11
875325269.meta.json,875325269.json,en,bpmn20
875398302.meta.json,875398302.json,da,epc
875424655.meta.json,875424655.json,en,bpmn20
875448913.meta.json,875448913.json,de,epc
87563427.meta.json,87563427.json,de,epc
875655271.meta.json,875655271.json,de,bpmn20
1627282439.meta.json,1627282439.json,en,epc
1627330318.meta.json,1627330318.json,en,bpmn11
1627391600.meta.json,1627391600.json,en,bpmn20
1627409593.meta.json,1627409593.json,en,bpmn20
1627424044.meta.json,1627424044.json,en,bpmn11
1627511573.meta.json,1627511573.json,undetermined language,bpmn20
540020927.meta.json,540020927.json,de,epc
540089164.meta.json,540089164.json,de,bpmn20
540229984.meta.json,540229984.json,en,bpmn20
540263013.meta.json,540263013.json,en,bpmn20
540310838.meta.json,540310838.json,de,bpmn20
54034130.meta.json,54034130.json,en,bpmn20
540355036.meta.json,540355036.json,en,bpmn20
54040586.meta.json,54040586.json,de,epc
1121542409.meta.json,1121542409.json,en,bpmn20
1121600590.meta.json,1121600590.json,vi,petrinet
1121661892.meta.json,1121661892.json,en,bpmn20
